Precision,Recall,f1_score,accuracy,time,name
,,,,,
,,,,,
,,,,,
0.6907675194660734,,,,,
0.6907675194660734,0.6511709192590004,,,,
0.690512624330528,0.6308982873121286,0.6593607305936072,,,
0.6488334674175382,0.5637888850052429,0.6033289695156162,0.5921153846153846,,
0.6906474820143885,0.6375393219154142,0.6630316248636859,0.6434615384615384,2023-11-15,
0.6882466281310212,0.624257252708843,0.654692082111437,0.6376923076923077,2023-11-15,Model_20-256-100-201483-
